treeid,year,spp,site,plot,replicate,lengthCM,sampleType,budburst,flowers,leafout,flobuds,flobudburst,fruit,ripefruit,budset,leafcolor,provenance.lat,provenance.long,BAI,pgsGDD5,pgsGDD10,fgsGDD10,fullGDD,pgsGSL,pgsGDDAVG,idyear,latbi
BETPOP_GR3_P6,2019,BETPOP,GR,3,P6,0.3175,cookiesUnconfident,100,NA,112,100,NA,140,179,NA,240,44.794942,-71.146683,298.0081806566811,NA,NA,1230.1222222222225,2826.3750000000005,NA,2296.1722222222224,BETPOP_GR3_P6_2019,Betula populifolia
BETPOP_GR3_P6,2020,BETPOP,GR,3,P6,0.18965333333333334,cookiesUnconfident,91,NA,130.5,NA,NA,NA,311,282,268,44.794942,-71.146683,180.46082843569928,2354.722222222221,1648.1666666666663,1542.2222222222215,3024.833333333331,152,2548.5555555555543,BETPOP_GR3_P6_2020,Betula populifolia
BETPOP_GR5_P1,2018,BETPOP,GR,5,P1,0.1143,cookies,114,NA,124,NA,NA,NA,NA,239,288,44.794942,-71.146683,4.1421647391290115,1821.5999999999995,1260.227777777778,1684.7638888888887,2950.9972222222204,115,2418.6805555555547,BETPOP_GR5_P1_2018,Betula populifolia
BETPOP_GR5_P1,2019,BETPOP,GR,5,P1,0.57912,cookies,103,NA,119,NA,NA,225,NA,NA,240,44.794942,-71.146683,149.59220880907966,NA,NA,1216.8472222222226,2826.3750000000005,NA,2282.8972222222224,BETPOP_GR5_P1_2019,Betula populifolia
BETPOP_GR5_P1,2020,BETPOP,GR,5,P1,1.15062,cookies,108,NA,143,NA,NA,NA,NA,282,275,44.794942,-71.146683,966.7958432881094,2249.36111111111,1586.7499999999995,1553.3611111111104,3024.833333333331,139,2487.138888888888,BETPOP_GR5_P1_2020,Betula populifolia
BETPOP_GR5_P6,2018,BETPOP,GR,5,P6,0.6138333333333333,cookies,110,NA,124,NA,NA,NA,NA,268,NA,44.794942,-71.146683,311.11501411600295,2269.494444444444,1564.927777777778,NA,2950.9972222222204,144,2418.6805555555547,BETPOP_GR5_P6_2018,Betula populifolia
BETPOP_GR5_P6,2019,BETPOP,GR,5,P6,0.41994666666666663,cookies,112,129,127,100,NA,NA,NA,263,240,44.794942,-71.146683,347.7769892536372,2037.9388888888893,1388.9388888888889,1201.063888888889,2826.3750000000005,136,2267.113888888889,BETPOP_GR5_P6_2019,Betula populifolia
BETPOP_GR5_P6,2020,BETPOP,GR,5,P6,0.15070666666666666,cookies,100,NA,133,NA,NA,NA,NA,282,275,44.794942,-71.146683,153.8782784722723,2337.86111111111,1639.444444444444,1606.0555555555547,3024.833333333331,149,2539.833333333332,BETPOP_GR5_P6_2020,Betula populifolia
BETPOP_GR5A_P12,2018,BETPOP,GR,5A,P12,0.48344666666666664,cookies,110,NA,124,NA,NA,NA,NA,268,274,44.794942,-71.146683,131.52707376429566,2269.494444444444,1564.927777777778,1605.816666666667,2950.9972222222204,144,2418.6805555555547,BETPOP_GR5A_P12_2018,Betula populifolia
BETPOP_GR5A_P12,2019,BETPOP,GR,5A,P12,0.33528,cookies,NA,NA,127,NA,NA,NA,NA,274,245,44.794942,-71.146683,178.1421350113491,2193.694444444445,1489.8666666666666,1253.3944444444446,2826.3750000000005,147,2267.113888888889,BETPOP_GR5A_P12_2019,Betula populifolia
BETPOP_GR5A_P12,2020,BETPOP,GR,5A,P12,0.4512733333333333,cookies,NA,NA,148,NA,NA,NA,NA,282,293,44.794942,-71.146683,350.057172909576,2195.472222222221,1554.6666666666663,1600.2777777777774,3024.833333333331,134,2455.0555555555543,BETPOP_GR5A_P12_2020,Betula populifolia
BETPOP_GR5A_P3,2018,BETPOP,GR,5A,P3,0.7399866666666667,cookies,103,NA,124,NA,NA,NA,NA,263,274,44.794942,-71.146683,477.1738647758071,2220.3749999999995,1539.0027777777777,1605.816666666667,2950.9972222222204,139,2418.6805555555547,BETPOP_GR5A_P3_2018,Betula populifolia
BETPOP_GR5A_P3,2019,BETPOP,GR,5A,P3,0.47413333333333335,cookies,112,147,129,NA,NA,147,186,267,240,44.794942,-71.146683,486.6148385263517,2093.7083333333335,1431.6527777777778,1194.952777777778,2826.3750000000005,138,2261.002777777778,BETPOP_GR5A_P3_2019,Betula populifolia
BETPOP_GR5A_P3,2020,BETPOP,GR,5A,P3,0.0381,cookies,111,143,135,98,NA,NA,298,NA,282,44.794942,-71.146683,45.15033882747566,NA,NA,1630.8888888888885,3024.833333333331,NA,2531.2777777777765,BETPOP_GR5A_P3_2020,Betula populifolia
BETPOP_GR5B_P12,2018,BETPOP,GR,5B,P12,0.6011333333333333,cookies,110,NA,124,NA,NA,NA,NA,268,274,44.794942,-71.146683,252.10115866041986,2269.494444444444,1564.927777777778,1605.816666666667,2950.9972222222204,144,2418.6805555555547,BETPOP_GR5B_P12_2018,Betula populifolia
BETPOP_GR5B_P12,2019,BETPOP,GR,5B,P12,0.42333333333333334,cookies,107,142,119,NA,NA,147,NA,274,240,44.794942,-71.146683,318.09203829818944,2233.6111111111113,1505.65,1216.8472222222226,2826.3750000000005,155,2282.8972222222224,BETPOP_GR5B_P12_2019,Betula populifolia
BETPOP_GR5B_P12,2020,BETPOP,GR,5B,P12,0.50292,cookies,NA,NA,135,NA,NA,NA,306,282,268,44.794942,-71.146683,524.4908847839033,2324.3055555555543,1630.8888888888885,1524.9444444444437,3024.833333333331,147,2531.2777777777765,BETPOP_GR5B_P12_2020,Betula populifolia
BETPOP_GR5B_P3,2018,BETPOP,GR,5B,P3,1.14046,cookies,114,NA,124,NA,NA,NA,NA,260,NA,44.794942,-71.146683,775.492826019668,2180.041666666666,1513.6694444444447,NA,2950.9972222222204,136,2418.6805555555547,BETPOP_GR5B_P3_2018,Betula populifolia
BETPOP_GR5B_P3,2019,BETPOP,GR,5B,P3,0.6223000000000001,cookies,112,NA,132,NA,NA,NA,NA,260,240,44.794942,-71.146683,782.0165159105552,1975.7638888888896,1355.0444444444445,1183.5138888888891,2826.3750000000005,128,2249.563888888889,BETPOP_GR5B_P3_2019,Betula populifolia
BETPOP_GR5B_P3,2020,BETPOP,GR,5B,P3,0.18288000000000001,cookies,108,143,143,NA,NA,NA,NA,282,275,44.794942,-71.146683,269.12788117804,2249.36111111111,1586.7499999999995,1553.3611111111104,3024.833333333331,139,2487.138888888888,BETPOP_GR5B_P3_2020,Betula populifolia
BETPOP_GR5C_P12,2018,BETPOP,GR,5C,P12,0.36322,cookies,114,NA,124,NA,NA,NA,NA,253,NA,44.794942,-71.146683,87.66242071378348,2069.791666666666,1438.4194444444447,NA,2950.9972222222204,129,2418.6805555555547,BETPOP_GR5C_P12_2018,Betula populifolia
BETPOP_GR5C_P12,2019,BETPOP,GR,5C,P12,0.27686,cookies,107,NA,127,NA,NA,NA,NA,240,232,44.794942,-71.146683,124.13319822930497,1743.7777777777778,1201.063888888889,1120.3000000000002,2826.3750000000005,113,2267.113888888889,BETPOP_GR5C_P12_2019,Betula populifolia
BETPOP_GR5C_P12,2020,BETPOP,GR,5C,P12,0.41317333333333334,cookies,NA,NA,135,NA,NA,NA,220,282,255,44.794942,-71.146683,294.9118601544093,2324.3055555555543,1630.8888888888885,1448.9722222222222,3024.833333333331,147,2531.2777777777765,BETPOP_GR5C_P12_2020,Betula populifolia
BETPOP_HF1_P2,2018,BETPOP,HF,1,P2,0.508,cookies,107,NA,124,NA,128,166,197,268,NA,42.531705,-72.18992,311.6913094222299,2269.494444444444,1564.927777777778,NA,2950.9972222222204,144,2418.6805555555547,BETPOP_HF1_P2_2018,Betula populifolia
BETPOP_HF1_P2,2019,BETPOP,HF,1,P2,0.4072466666666667,cookies,103,155,119,NA,NA,168,NA,267,232,42.531705,-72.18992,369.08505216464516,2146.6805555555557,1453.5472222222224,1136.0833333333335,2826.3750000000005,148,2282.8972222222224,BETPOP_HF1_P2_2019,Betula populifolia
BETPOP_HF1_P2,2020,BETPOP,HF,1,P2,0.17949333333333334,cookies,100,NA,130.5,NA,NA,NA,265.5,282,275,42.531705,-72.18992,194.40271582057392,2354.722222222221,1648.1666666666663,1614.7777777777771,3024.833333333331,152,2548.5555555555543,BETPOP_HF1_P2_2020,Betula populifolia
BETPOP_HF1_P3,2018,BETPOP,HF,1,P3,0.6900333333333333,cookies,114,NA,124,NA,NA,NA,NA,270,288,42.531705,-72.18992,319.9722608506272,2300.7416666666663,1586.1750000000002,1684.7638888888887,2950.9972222222204,146,2418.6805555555547,BETPOP_HF1_P3_2018,Betula populifolia
BETPOP_HF1_P3,2019,BETPOP,HF,1,P3,0.60198,cookies,112,161,119,NA,NA,168,NA,274,240,42.531705,-72.18992,538.2050916081703,2233.6111111111113,1505.65,1216.8472222222226,2826.3750000000005,155,2282.8972222222224,BETPOP_HF1_P3_2019,Betula populifolia
BETPOP_HF1_P3,2020,BETPOP,HF,1,P3,0.28786666666666666,cookies,108,NA,130.5,NA,NA,NA,NA,282,268,42.531705,-72.18992,326.9033435547089,2354.722222222221,1648.1666666666663,1542.2222222222215,3024.833333333331,152,2548.5555555555543,BETPOP_HF1_P3_2020,Betula populifolia
BETPOP_HF3_P1,2018,BETPOP,HF,3,P1,0.49022000000000004,cookies,114,128,124,NA,128,163,211,260,NA,42.531705,-72.18992,278.86815014623824,2180.041666666666,1513.6694444444447,NA,2950.9972222222204,136,2418.6805555555547,BETPOP_HF3_P1_2018,Betula populifolia
BETPOP_HF3_P1,2019,BETPOP,HF,3,P1,0.5469466666666667,cookies,112,NA,127,107,NA,147,NA,NA,245,42.531705,-72.18992,494.42218736428583,NA,NA,1253.3944444444446,2826.3750000000005,NA,2267.113888888889,BETPOP_HF3_P1_2019,Betula populifolia
BETPOP_HF3_P1,2020,BETPOP,HF,3,P1,0.2700866666666667,cookies,108,135,130.5,NA,NA,NA,214,282,275,42.531705,-72.18992,313.0418537565177,2354.722222222221,1648.1666666666663,1614.7777777777771,3024.833333333331,152,2548.5555555555543,BETPOP_HF3_P1_2020,Betula populifolia
BETPOP_HF3A_P6,2018,BETPOP,HF,3A,P6,0.4504266666666667,cookies,107,NA,124,NA,NA,NA,NA,263,274,42.531705,-72.18992,64.27888396839217,2220.3749999999995,1539.0027777777777,1605.816666666667,2950.9972222222204,139,2418.6805555555547,BETPOP_HF3A_P6_2018,Betula populifolia
BETPOP_HF3A_P6,2019,BETPOP,HF,3A,P6,0.29633333333333334,cookies,NA,NA,117,NA,NA,NA,206,274,240,42.531705,-72.18992,111.54455761860675,2242.969444444445,1509.9583333333333,1221.1555555555558,2826.3750000000005,157,2287.2055555555557,BETPOP_HF3A_P6_2019,Betula populifolia
BETPOP_HF3A_P6,2020,BETPOP,HF,3A,P6,0.25654,cookies,100,133,135,NA,NA,NA,277.3333333333333,282,293,42.531705,-72.18992,141.41395009644606,2324.3055555555543,1630.8888888888885,1676.4999999999995,3024.833333333331,147,2531.2777777777765,BETPOP_HF3A_P6_2020,Betula populifolia
BETPOP_HF3B_P6,2018,BETPOP,HF,3B,P6,0.5410200000000001,cookies,110,131,124,NA,128,151,180,263,NA,42.531705,-72.18992,432.64373590274687,2220.3749999999995,1539.0027777777777,NA,2950.9972222222204,139,2418.6805555555547,BETPOP_HF3B_P6_2018,Betula populifolia
BETPOP_HF3B_P6,2019,BETPOP,HF,3B,P6,0.4064,cookies,NA,147,119,103,NA,168,225,260,240,42.531705,-72.18992,447.7442943898244,2052.183333333334,1388.3777777777777,1216.8472222222226,2826.3750000000005,141,2282.8972222222224,BETPOP_HF3B_P6_2019,Betula populifolia
BETPOP_HF3B_P6,2020,BETPOP,HF,3B,P6,0.17356666666666667,cookies,108,NA,130.5,NA,NA,NA,270.5,282,268,42.531705,-72.18992,222.3493223177312,2354.722222222221,1648.1666666666663,1542.2222222222215,3024.833333333331,152,2548.5555555555543,BETPOP_HF3B_P6_2020,Betula populifolia
BETPOP_HF4_P9,2018,BETPOP,HF,4,P9,0.4123266666666667,cookies,114,128,124,NA,128,151,180,297,NA,42.531705,-72.18992,283.398790619342,2513.5611111111098,1701.5083333333332,NA,2950.9972222222204,173,2418.6805555555547,BETPOP_HF4_P9_2018,Betula populifolia
BETPOP_HF4_P9,2019,BETPOP,HF,4,P9,0.2726266666666667,cookies,107,147,134.5,NA,112,168,NA,260,245,42.531705,-72.18992,248.15694764312497,1971.194444444445,1354.3111111111111,1235.1111111111113,2826.3750000000005,126,2248.8305555555557,BETPOP_HF4_P9_2019,Betula populifolia
BETPOP_HF4_P9,2020,BETPOP,HF,4,P9,0.2683933333333334,cookies,NA,NA,133,NA,NA,NA,311,282,275,42.531705,-72.18992,290.3346025932285,2337.86111111111,1639.444444444444,1606.0555555555547,3024.833333333331,149,2539.833333333332,BETPOP_HF4_P9_2020,Betula populifolia
BETPOP_HF5_P6,2018,BETPOP,HF,5,P6,0.93345,coresWithoutCookies,110,NA,124,NA,NA,NA,NA,270,NA,42.531705,-72.18992,875.7273348998324,2300.7416666666663,1586.1750000000002,NA,2950.9972222222204,146,2418.6805555555547,BETPOP_HF5_P6_2018,Betula populifolia
BETPOP_HF5_P6,2019,BETPOP,HF,5,P6,0.64897,coresWithoutCookies,103,147,119,103,NA,147,214,NA,240,42.531705,-72.18992,868.246305678437,NA,NA,1216.8472222222226,2826.3750000000005,NA,2282.8972222222224,BETPOP_HF5_P6_2019,Betula populifolia
BETPOP_HF5_P6,2020,BETPOP,HF,5,P6,0.21717,coresWithoutCookies,100,NA,130.5,NA,NA,NA,284.3333333333333,282,275,42.531705,-72.18992,356.5832274353656,2354.722222222221,1648.1666666666663,1614.7777777777771,3024.833333333331,152,2548.5555555555543,BETPOP_HF5_P6_2020,Betula populifolia
BETPOP_WM7_P1,2018,BETPOP,WM,7,P1,0.8407399999999999,cookies,103,NA,124,NA,NA,NA,NA,268,274,44.112337,-71.230138,522.5012134159806,2269.494444444444,1564.927777777778,1605.816666666667,2950.9972222222204,144,2418.6805555555547,BETPOP_WM7_P1_2018,Betula populifolia
BETPOP_WM7_P1,2019,BETPOP,WM,7,P1,0.6366933333333333,cookies,97,142,112,112,NA,147,225,NA,245,44.112337,-71.230138,689.8707474217169,NA,NA,1282.452777777778,2826.3750000000005,NA,2296.1722222222224,BETPOP_WM7_P1_2019,Betula populifolia
BETPOP_WM7_P1,2020,BETPOP,WM,7,P1,0.36660666666666664,cookies,85,NA,133,NA,NA,NA,265.5,282,268,44.112337,-71.230138,505.2191103288953,2337.86111111111,1639.444444444444,1533.499999999999,3024.833333333331,149,2539.833333333332,BETPOP_WM7_P1_2020,Betula populifolia
BETPOP_WM7_P15,2018,BETPOP,WM,7,P15,0.6747933333333335,cookies,103,NA,124,NA,NA,NA,NA,268,274,44.112337,-71.230138,186.10284731295684,2269.494444444444,1564.927777777778,1605.816666666667,2950.9972222222204,144,2418.6805555555547,BETPOP_WM7_P15_2018,Betula populifolia
BETPOP_WM7_P15,2019,BETPOP,WM,7,P15,0.8119533333333334,cookies,NA,142,119,NA,NA,147,214,274,240,44.112337,-71.230138,603.4528002765969,2233.6111111111113,1505.65,1216.8472222222226,2826.3750000000005,155,2282.8972222222224,BETPOP_WM7_P15_2019,Betula populifolia
BETPOP_WM7_P15,2020,BETPOP,WM,7,P15,0.41486666666666666,cookies,NA,NA,133,NA,NA,NA,276,282,275,44.112337,-71.230138,474.7822054744668,2337.86111111111,1639.444444444444,1606.0555555555547,3024.833333333331,149,2539.833333333332,BETPOP_WM7_P15_2020,Betula populifolia
BETPOP_WM7_P2,2018,BETPOP,WM,7,P2,1.34366,cookies,110,NA,124,NA,NA,NA,NA,274,NA,44.112337,-71.230138,1457.7832295540866,2338.9111111111106,1605.816666666667,NA,2950.9972222222204,150,2418.6805555555547,BETPOP_WM7_P2_2018,Betula populifolia
BETPOP_WM7_P2,2019,BETPOP,WM,7,P2,0.7018866666666667,cookies,103,142,119,NA,119,142,225,267,245,44.112337,-71.230138,1218.0038455653732,2146.6805555555557,1453.5472222222224,1269.177777777778,2826.3750000000005,148,2282.8972222222224,BETPOP_WM7_P2_2019,Betula populifolia
BETPOP_WM7_P2,2020,BETPOP,WM,7,P2,0.37338,cookies,100,NA,131.5,NA,NA,NA,311,282,293,44.112337,-71.230138,785.9255952092993,2341.86111111111,1640.944444444444,1686.5555555555552,3024.833333333331,150,2541.333333333332,BETPOP_WM7_P2_2020,Betula populifolia
BETPOP_WM7_P3,2018,BETPOP,WM,7,P3,1.3546666666666667,cookies,110,NA,124,NA,NA,NA,NA,268,NA,44.112337,-71.230138,1508.6978726637751,2269.494444444444,1564.927777777778,NA,2950.9972222222204,144,2418.6805555555547,BETPOP_WM7_P3_2018,Betula populifolia
BETPOP_WM7_P3,2019,BETPOP,WM,7,P3,0.91694,cookies,103,147,119,107,NA,147,NA,274,245,44.112337,-71.230138,1685.87456102495,2233.6111111111113,1505.65,1269.177777777778,2826.3750000000005,155,2282.8972222222224,BETPOP_WM7_P3_2019,Betula populifolia
BETPOP_WM7_P3,2020,BETPOP,WM,7,P3,0.38861999999999997,cookies,100,NA,130.5,NA,NA,NA,265.5,282,301,44.112337,-71.230138,857.1605594507417,2354.722222222221,1648.1666666666663,1725.9722222222217,3024.833333333331,152,2548.5555555555543,BETPOP_WM7_P3_2020,Betula populifolia
BETPOP_WM7_P6,2018,BETPOP,WM,7,P6,0.6062133333333334,cookies,110,NA,124,NA,NA,NA,NA,268,281,44.112337,-71.230138,335.9673269408049,2269.494444444444,1564.927777777778,1643.525,2950.9972222222204,144,2418.6805555555547,BETPOP_WM7_P6_2018,Betula populifolia
BETPOP_WM7_P6,2019,BETPOP,WM,7,P6,0.47074666666666665,cookies,100,150,112,NA,NA,147,NA,274,245,44.112337,-71.230138,418.1093385723142,2267.730555555556,1518.925,1282.452777777778,2826.3750000000005,162,2296.1722222222224,BETPOP_WM7_P6_2019,Betula populifolia
BETPOP_WM7_P6,2020,BETPOP,WM,7,P6,0.33951333333333333,cookies,100,NA,131.5,NA,NA,NA,311,282,293,44.112337,-71.230138,392.09632781539307,2341.86111111111,1640.944444444444,1686.5555555555552,3024.833333333331,150,2541.333333333332,BETPOP_WM7_P6_2020,Betula populifolia
BETPOP_WM7_P9,2018,BETPOP,WM,7,P9,0.7035800000000001,cookies,103,NA,124,NA,NA,NA,NA,268,NA,44.112337,-71.230138,362.89241116010174,2269.494444444444,1564.927777777778,NA,2950.9972222222204,144,2418.6805555555547,BETPOP_WM7_P9_2018,Betula populifolia
BETPOP_WM7_P9,2019,BETPOP,WM,7,P9,0.63246,cookies,NA,142,112,112,NA,142,221,260,240,44.112337,-71.230138,596.1859394163666,2086.3027777777784,1401.6527777777778,1230.1222222222225,2826.3750000000005,148,2296.1722222222224,BETPOP_WM7_P9_2019,Betula populifolia
BETPOP_WM7_P9,2020,BETPOP,WM,7,P9,0.8068733333333333,cookies,NA,NA,135,NA,NA,NA,256.5,282,293,44.112337,-71.230138,1128.0436753363756,2324.3055555555543,1630.8888888888885,1676.4999999999995,3024.833333333331,147,2531.2777777777765,BETPOP_WM7_P9_2020,Betula populifolia
BETPOP_WM8_P15,2018,BETPOP,WM,8,P15,0.38354,cookies,103,NA,124,NA,NA,NA,NA,268,NA,44.112337,-71.230138,232.1159400748424,2269.494444444444,1564.927777777778,NA,2950.9972222222204,144,2418.6805555555547,BETPOP_WM8_P15_2018,Betula populifolia
BETPOP_WM8_P15,2019,BETPOP,WM,8,P15,0.5909733333333334,cookies,100,NA,119,NA,NA,218,NA,263,240,44.112337,-71.230138,536.6626740417976,2077.855555555556,1404.7222222222222,1216.8472222222226,2826.3750000000005,144,2282.8972222222224,BETPOP_WM8_P15_2019,Betula populifolia
BETPOP_WM8_P15,2020,BETPOP,WM,8,P15,0.07535333333333334,cookies,NA,NA,133,NA,NA,NA,NA,282,293,44.112337,-71.230138,86.21256171359238,2337.86111111111,1639.444444444444,1685.0555555555552,3024.833333333331,149,2539.833333333332,BETPOP_WM8_P15_2020,Betula populifolia
BETPOP_WM8_P16,2018,BETPOP,WM,8,P16,0.3234266666666667,cookies,NA,NA,142,NA,NA,NA,NA,268,263,44.112337,-71.230138,97.78373370626299,2091.555555555555,1465.2583333333337,1439.3333333333335,2950.9972222222204,126,2319.0111111111105,BETPOP_WM8_P16_2018,Betula populifolia
BETPOP_WM8_P16,2019,BETPOP,WM,8,P16,0.2810933333333333,cookies,97,150,115,NA,NA,168,NA,274,240,44.112337,-71.230138,138.1298100219221,2249.6500000000005,1511.0916666666667,1222.2888888888892,2826.3750000000005,159,2288.338888888889,BETPOP_WM8_P16_2019,Betula populifolia
BETPOP_WM8_P16,2020,BETPOP,WM,8,P16,0.46227999999999997,cookies,NA,NA,133,NA,NA,NA,276,282,275,44.112337,-71.230138,337.8157958245525,2337.86111111111,1639.444444444444,1606.0555555555547,3024.833333333331,149,2539.833333333332,BETPOP_WM8_P16_2020,Betula populifolia
BETPOP_WM9_P15,2018,BETPOP,WM,9,P15,0.31242000000000003,cookies,103,NA,124,NA,NA,NA,NA,263,NA,44.112337,-71.230138,60.123207029820556,2220.3749999999995,1539.0027777777777,NA,2950.9972222222204,139,2418.6805555555547,BETPOP_WM9_P15_2018,Betula populifolia
BETPOP_WM9_P15,2019,BETPOP,WM,9,P15,0.3107266666666667,cookies,107,NA,115,NA,NA,NA,NA,267,240,44.112337,-71.230138,121.1848363109297,2162.719444444445,1458.988888888889,1222.2888888888892,2826.3750000000005,152,2288.338888888889,BETPOP_WM9_P15_2019,Betula populifolia
BETPOP_WM9_P15,2020,BETPOP,WM,9,P15,0.2802466666666667,cookies,NA,NA,133,NA,NA,NA,NA,282,275,44.112337,-71.230138,161.1309515230879,2337.86111111111,1639.444444444444,1606.0555555555547,3024.833333333331,149,2539.833333333332,BETPOP_WM9_P15_2020,Betula populifolia
