year,budburst,flowers,leafout,flobuds,flobudburst,fruit,ripefruit,budset,leafcolor,provenance.lat,provenance.long,treeid,spp,pgs,fgs,budburstGDD5,budsetGDD5,leafoutGDD5,leafcolorGDD5,budburstGDD10,budsetGDD10,leafoutGDD10,leafcolorGDD10,pgsGDD5,fgsGDD5,pgsGDD10,fgsGDD10,sppyear,budsetAVG,budsetGDDAVG,fullGDD,siteplot,site,plot,replicate
2018,110,NA,124,NA,NA,NA,NA,263,NA,45.932675,-74.02507,BETALL_SH2_P6,BETALL,139,NA,177.94722222222225,2530.8499999999995,310.475,NA,61.074999999999996,1682.6194444444445,143.61666666666667,NA,2220.3749999999995,NA,1539.0027777777777,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,SH2,SH,2,P6
2018,110,NA,131,NA,NA,NA,NA,263,274,45.932675,-74.02507,BETALL_SH5_P6,BETALL,132,143,177.94722222222225,2530.8499999999995,383.17777777777775,2649.3861111111105,61.074999999999996,1682.6194444444445,184.53611111111115,1749.4333333333338,2147.6722222222215,2266.2083333333326,1498.0833333333335,1564.8972222222228,BETALL2018,253,2380.266666666666,2950.9972222222204,SH5,SH,5,P6
2018,114,NA,131,NA,NA,NA,NA,239,NA,45.932675,-74.02507,BETALL_SH9_P6,BETALL,108,NA,202.07222222222225,2132.0749999999994,383.17777777777775,NA,75.2,1403.8444444444447,184.53611111111115,NA,1748.8972222222217,NA,1219.3083333333334,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,SH9,SH,9,P6
2019,100,NA,115,NA,NA,NA,NA,249,240,45.932675,-74.02507,BETALL_SH2_P6,BETALL,134,125,132.5222222222222,2186.3972222222224,253.60277777777776,2053.336111111111,46.71111111111111,1422.6194444444445,112.26944444444445,1334.5583333333336,1932.7944444444447,1799.7333333333336,1310.3500000000001,1222.2888888888892,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH2,SH,2,P6
2019,107,NA,119,NA,NA,NA,NA,263,240,45.932675,-74.02507,BETALL_SH5_P6,BETALL,144,121,182.93888888888887,2347.4972222222227,269.6416666666667,2053.336111111111,73.8111111111111,1522.4333333333334,117.71111111111111,1334.5583333333336,2077.855555555556,1783.6944444444446,1404.7222222222222,1216.8472222222226,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH5,SH,5,P6
2019,112,NA,127,NA,NA,NA,NA,249,240,45.932675,-74.02507,BETALL_SH9_P6,BETALL,122,113,235.5222222222222,2186.3972222222224,309.5583333333334,2053.336111111111,104.4361111111111,1422.6194444444445,133.49444444444444,1334.5583333333336,1876.838888888889,1743.7777777777778,1289.125,1201.063888888889,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH9,SH,9,P6
2020,98,NA,148,NA,NA,NA,NA,255,275,45.932675,-74.02507,BETALL_SH2_P6,BETALL,107,127,173.6666666666667,2368.6944444444434,469.55555555555543,2606.083333333332,60.8611111111111,1582.7222222222222,209.97222222222223,1731.2499999999993,1899.138888888888,2136.5277777777765,1372.75,1521.2777777777771,BETALL2020,264,2457.972222222221,3024.833333333331,SH2,SH,2,P6
2020,108,NA,143,NA,NA,NA,NA,268,275,45.932675,-74.02507,BETALL_SH5_P6,BETALL,125,132,211.25,2498.5277777777765,415.6666666666665,2606.083333333332,71.5,1658.6944444444437,177.88888888888891,1731.2499999999993,2082.86111111111,2190.4166666666656,1480.8055555555547,1553.3611111111104,BETALL2020,264,2457.972222222221,3024.833333333331,SH5,SH,5,P6
2020,108,NA,148,NA,NA,NA,NA,263,275,45.932675,-74.02507,BETALL_SH9_P6,BETALL,115,127,211.25,2452.9999999999986,469.55555555555543,2606.083333333332,71.5,1630.8888888888885,209.97222222222223,1731.2499999999993,1983.4444444444432,2136.5277777777765,1420.9166666666663,1521.2777777777771,BETALL2020,264,2457.972222222221,3024.833333333331,SH9,SH,9,P6
2018,103,NA,124,NA,NA,NA,NA,239,274,45.932675,-74.02507,BETALL_SH4A_P9,BETALL,115,150,161.7027777777778,2132.0749999999994,310.475,2649.3861111111105,57.66944444444444,1403.8444444444447,143.61666666666667,1749.4333333333338,1821.5999999999995,2338.9111111111106,1260.227777777778,1605.816666666667,BETALL2018,253,2380.266666666666,2950.9972222222204,SH4A,SH,4A,P9
2018,107,NA,131,NA,NA,NA,NA,239,268,45.932675,-74.02507,BETALL_SH4B_P9,BETALL,108,137,171.1777777777778,2132.0749999999994,383.17777777777775,2579.969444444444,59.71666666666666,1403.8444444444447,184.53611111111115,1708.5444444444447,1748.8972222222217,2196.791666666666,1219.3083333333334,1524.0083333333337,BETALL2018,253,2380.266666666666,2950.9972222222204,SH4B,SH,4B,P9
2018,NA,NA,135,NA,NA,NA,NA,232,268,45.932675,-74.02507,BETALL_SH5_P9,BETALL,97,133,NA,2015.1499999999996,421.00833333333327,2579.969444444444,NA,1321.919444444445,205.67222222222227,1708.5444444444447,1594.1416666666664,2158.9611111111108,1116.2472222222227,1502.8722222222225,BETALL2018,253,2380.266666666666,2950.9972222222204,SH5,SH,5,P9
2018,110,NA,128,NA,NA,NA,NA,239,NA,45.932675,-74.02507,BETALL_SH9_P9,BETALL,111,NA,177.94722222222225,2132.0749999999994,351.5,NA,61.074999999999996,1403.8444444444447,166.65000000000003,NA,1780.5749999999994,NA,1237.1944444444446,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,SH9,SH,9,P9
2019,107,NA,119,NA,NA,NA,NA,263,232,45.932675,-74.02507,BETALL_SH4A_P9,BETALL,144,113,182.93888888888887,2347.4972222222227,269.6416666666667,1932.7444444444443,73.8111111111111,1522.4333333333334,117.71111111111111,1253.7944444444447,2077.855555555556,1663.1027777777776,1404.7222222222222,1136.0833333333335,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH4A,SH,4A,P9
2019,112,NA,137,NA,NA,NA,NA,249,240,45.932675,-74.02507,BETALL_SH4B_P9,BETALL,112,103,235.5222222222222,2186.3972222222224,373.42222222222233,2053.336111111111,104.4361111111111,1422.6194444444445,164.63611111111115,1334.5583333333336,1812.975,1679.9138888888888,1257.9833333333333,1169.9222222222224,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH4B,SH,4B,P9
2019,NA,NA,NA,NA,NA,NA,NA,274,232,45.932675,-74.02507,BETALL_SH5_P9,BETALL,NA,NA,NA,2503.252777777778,NA,1932.7444444444443,NA,1623.361111111111,NA,1253.7944444444447,NA,NA,NA,NA,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH5,SH,5,P9
2019,112,NA,119,NA,NA,NA,NA,263,245,45.932675,-74.02507,BETALL_SH9_P9,BETALL,144,126,235.5222222222222,2347.4972222222227,269.6416666666667,2130.6666666666665,104.4361111111111,1522.4333333333334,117.71111111111111,1386.8888888888891,2077.855555555556,1861.0249999999999,1404.7222222222222,1269.177777777778,BETALL2019,258,2300.2472222222227,2826.3750000000005,SH9,SH,9,P9
2020,NA,NA,143,NA,NA,NA,NA,282,293,45.932675,-74.02507,BETALL_SH4A_P9,BETALL,139,150,NA,2665.0277777777765,415.6666666666665,2752.5833333333317,NA,1764.6388888888885,177.88888888888891,1810.2499999999995,2249.36111111111,2336.916666666665,1586.7499999999995,1632.3611111111106,BETALL2020,264,2457.972222222221,3024.833333333331,SH4A,SH,4A,P9
2020,NA,NA,133,NA,NA,NA,NA,NA,NA,45.932675,-74.02507,BETALL_SH4B_P9,BETALL,NA,NA,NA,NA,327.1666666666665,NA,NA,NA,125.19444444444446,NA,NA,NA,NA,NA,BETALL2020,264,2457.972222222221,3024.833333333331,SH4B,SH,4B,P9
2020,NA,NA,143,NA,NA,NA,NA,268,293,45.932675,-74.02507,BETALL_SH5_P9,BETALL,125,150,NA,2498.5277777777765,415.6666666666665,2752.5833333333317,NA,1658.6944444444437,177.88888888888891,1810.2499999999995,2082.86111111111,2336.916666666665,1480.8055555555547,1632.3611111111106,BETALL2020,264,2457.972222222221,3024.833333333331,SH5,SH,5,P9
2020,NA,NA,154,NA,NA,NA,NA,268,275,45.932675,-74.02507,BETALL_SH9_P9,BETALL,114,121,NA,2498.5277777777765,544.4166666666665,2606.083333333332,NA,1658.6944444444437,261.5833333333333,1731.2499999999993,1954.11111111111,2061.6666666666656,1397.1111111111104,1469.666666666666,BETALL2020,264,2457.972222222221,3024.833333333331,SH9,SH,9,P9
2018,114,NA,138,NA,NA,NA,NA,277,297,44.112337,-71.230138,BETALL_WM8_P1,BETALL,139,159,202.07222222222225,2680.6749999999993,447.8916666666666,2824.0361111111097,75.2,1765.7222222222226,220.0055555555556,1845.1249999999998,2232.783333333333,2376.1444444444433,1545.7166666666672,1625.119444444444,BETALL2018,253,2380.266666666666,2950.9972222222204,WM8,WM,8,P1
2019,112,NA,135,NA,NA,NA,NA,260,267,44.112337,-71.230138,BETALL_WM8_P1,BETALL,125,132,235.5222222222222,2321.8250000000007,356.2944444444446,2416.3222222222225,104.4361111111111,1506.088888888889,154.68611111111116,1571.2583333333334,1965.530555555556,2060.027777777778,1351.4027777777778,1416.5722222222223,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM8,WM,8,P1
2020,108,NA,143,NA,NA,NA,NA,268,275,44.112337,-71.230138,BETALL_WM8_P1,BETALL,125,132,211.25,2498.5277777777765,415.6666666666665,2606.083333333332,71.5,1658.6944444444437,177.88888888888891,1731.2499999999993,2082.86111111111,2190.4166666666656,1480.8055555555547,1553.3611111111104,BETALL2020,264,2457.972222222221,3024.833333333331,WM8,WM,8,P1
2018,110,NA,142,NA,NA,NA,NA,268,288,44.112337,-71.230138,BETALL_WM8A_P12,BETALL,126,146,177.94722222222225,2579.969444444444,488.41388888888883,2786.038888888888,61.074999999999996,1708.5444444444447,243.28611111111115,1828.3805555555555,2091.555555555555,2297.624999999999,1465.2583333333337,1585.0944444444444,BETALL2018,253,2380.266666666666,2950.9972222222204,WM8A,WM,8A,P12
2018,96,NA,138,NA,NA,NA,NA,268,NA,44.112337,-71.230138,BETALL_WM8B_P12,BETALL,130,NA,141.66111111111113,2579.969444444444,447.8916666666666,NA,50.03055555555555,1708.5444444444447,220.0055555555556,NA,2132.0777777777776,NA,1488.5388888888892,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,WM8B,WM,8B,P12
2019,107,NA,115,NA,NA,NA,NA,260,240,44.112337,-71.230138,BETALL_WM8A_P12,BETALL,145,125,182.93888888888887,2321.8250000000007,253.60277777777776,2053.336111111111,73.8111111111111,1506.088888888889,112.26944444444445,1334.5583333333336,2068.222222222223,1799.7333333333336,1393.8194444444446,1222.2888888888892,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM8A,WM,8A,P12
2019,103,NA,127,NA,NA,NA,NA,274,240,44.112337,-71.230138,BETALL_WM8B_P12,BETALL,147,113,152.6111111111111,2503.252777777778,309.5583333333334,2053.336111111111,56.8,1623.361111111111,133.49444444444444,1334.5583333333336,2193.694444444445,1743.7777777777778,1489.8666666666666,1201.063888888889,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM8B,WM,8B,P12
2020,NA,NA,135,NA,NA,NA,NA,248,268,44.112337,-71.230138,BETALL_WM8A_P12,BETALL,113,133,NA,2254.9722222222217,340.72222222222206,2498.5277777777765,NA,1504.0000000000002,133.75,1658.6944444444437,1914.2499999999995,2157.8055555555543,1370.2500000000002,1524.9444444444437,BETALL2020,264,2457.972222222221,3024.833333333331,WM8A,WM,8A,P12
2020,NA,NA,143,NA,NA,NA,NA,282,275,44.112337,-71.230138,BETALL_WM8B_P12,BETALL,139,132,NA,2665.0277777777765,415.6666666666665,2606.083333333332,NA,1764.6388888888885,177.88888888888891,1731.2499999999993,2249.36111111111,2190.4166666666656,1586.7499999999995,1553.3611111111104,BETALL2020,264,2457.972222222221,3024.833333333331,WM8B,WM,8B,P12
2018,NA,NA,142,NA,NA,NA,NA,NA,NA,44.112337,-71.230138,BETALL_WM9_P16,BETALL,NA,NA,NA,NA,488.41388888888883,NA,NA,NA,243.28611111111115,NA,NA,NA,NA,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,WM9,WM,9,P16
2019,NA,NA,150,NA,206,NA,NA,NA,NA,44.112337,-71.230138,BETALL_WM9_P16,BETALL,NA,NA,NA,NA,519.538888888889,NA,NA,NA,249.12222222222232,NA,NA,NA,NA,NA,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM9,WM,9,P16
2018,103,NA,131,NA,NA,NA,NA,256,281,44.112337,-71.230138,BETALL_WM8A_P5,BETALL,125,150,161.7027777777778,2424.691666666666,383.17777777777775,2718.491666666666,57.66944444444444,1611.4611111111112,184.53611111111115,1787.1416666666669,2041.5138888888885,2335.313888888888,1426.9250000000002,1602.6055555555558,BETALL2018,253,2380.266666666666,2950.9972222222204,WM8A,WM,8A,P5
2018,110,NA,128,116,NA,NA,NA,268,288,44.112337,-71.230138,BETALL_WM8B_P5,BETALL,140,160,177.94722222222225,2579.969444444444,351.5,2786.038888888888,61.074999999999996,1708.5444444444447,166.65000000000003,1828.3805555555555,2228.469444444444,2434.538888888888,1541.8944444444446,1661.7305555555554,BETALL2018,253,2380.266666666666,2950.9972222222204,WM8B,WM,8B,P5
2018,114,NA,131,NA,NA,NA,NA,268,NA,44.112337,-71.230138,BETALL_WM9_P5,BETALL,137,NA,202.07222222222225,2579.969444444444,383.17777777777775,NA,75.2,1708.5444444444447,184.53611111111115,NA,2196.791666666666,NA,1524.0083333333337,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,WM9,WM,9,P5
2019,107,NA,123,NA,NA,NA,NA,249,240,44.112337,-71.230138,BETALL_WM8A_P5,BETALL,126,117,182.93888888888887,2186.3972222222224,284.33333333333337,2053.336111111111,73.8111111111111,1422.6194444444445,122.04444444444445,1334.5583333333336,1902.0638888888889,1769.0027777777777,1300.575,1212.5138888888891,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM8A,WM,8A,P5
2019,100,NA,127,NA,NA,NA,NA,260,232,44.112337,-71.230138,BETALL_WM8B_P5,BETALL,133,105,132.5222222222222,2321.8250000000007,309.5583333333334,1932.7444444444443,46.71111111111111,1506.088888888889,133.49444444444444,1253.7944444444447,2012.2666666666673,1623.186111111111,1372.5944444444444,1120.3000000000002,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM8B,WM,8B,P5
2019,107,NA,127,NA,NA,NA,NA,260,240,44.112337,-71.230138,BETALL_WM9_P5,BETALL,133,113,182.93888888888887,2321.8250000000007,309.5583333333334,2053.336111111111,73.8111111111111,1506.088888888889,133.49444444444444,1334.5583333333336,2012.2666666666673,1743.7777777777778,1372.5944444444444,1201.063888888889,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM9,WM,9,P5
2020,108,NA,135,NA,NA,NA,NA,263,275,44.112337,-71.230138,BETALL_WM8A_P5,BETALL,128,140,211.25,2452.9999999999986,340.72222222222206,2606.083333333332,71.5,1630.8888888888885,133.75,1731.2499999999993,2112.2777777777765,2265.36111111111,1497.1388888888885,1597.4999999999993,BETALL2020,264,2457.972222222221,3024.833333333331,WM8A,WM,8A,P5
2020,98,NA,143,NA,NA,NA,NA,282,229,44.112337,-71.230138,BETALL_WM8B_P5,BETALL,139,86,173.6666666666667,2665.0277777777765,415.6666666666665,1937.5555555555552,60.8611111111111,1764.6388888888885,177.88888888888891,1281.5833333333335,2249.36111111111,1521.8888888888887,1586.7499999999995,1103.6944444444446,BETALL2020,264,2457.972222222221,3024.833333333331,WM8B,WM,8B,P5
2020,NA,NA,143,NA,NA,NA,NA,268,275,44.112337,-71.230138,BETALL_WM9_P5,BETALL,125,132,NA,2498.5277777777765,415.6666666666665,2606.083333333332,NA,1658.6944444444437,177.88888888888891,1731.2499999999993,2082.86111111111,2190.4166666666656,1480.8055555555547,1553.3611111111104,BETALL2020,264,2457.972222222221,3024.833333333331,WM9,WM,9,P5
2018,103,NA,131,NA,NA,NA,NA,239,268,44.112337,-71.230138,BETALL_WM8_P9,BETALL,108,137,161.7027777777778,2132.0749999999994,383.17777777777775,2579.969444444444,57.66944444444444,1403.8444444444447,184.53611111111115,1708.5444444444447,1748.8972222222217,2196.791666666666,1219.3083333333334,1524.0083333333337,BETALL2018,253,2380.266666666666,2950.9972222222204,WM8,WM,8,P9
2018,114,NA,124,NA,NA,NA,NA,235,NA,44.112337,-71.230138,BETALL_WM9_P9,BETALL,111,NA,202.07222222222225,2061.5527777777775,310.475,NA,75.2,1353.3222222222225,143.61666666666667,NA,1751.0777777777776,NA,1209.7055555555557,NA,BETALL2018,253,2380.266666666666,2950.9972222222204,WM9,WM,9,P9
2019,107,NA,119,NA,NA,NA,NA,260,232,44.112337,-71.230138,BETALL_WM8_P9,BETALL,141,113,182.93888888888887,2321.8250000000007,269.6416666666667,1932.7444444444443,73.8111111111111,1506.088888888889,117.71111111111111,1253.7944444444447,2052.183333333334,1663.1027777777776,1388.3777777777777,1136.0833333333335,BETALL2019,258,2300.2472222222227,2826.3750000000005,WM8,WM,8,P9
2020,NA,NA,NA,NA,NA,NA,NA,268,293,44.112337,-71.230138,BETALL_WM8_P9,BETALL,NA,NA,NA,2498.5277777777765,NA,2752.5833333333317,NA,1658.6944444444437,NA,1810.2499999999995,NA,NA,NA,NA,BETALL2020,264,2457.972222222221,3024.833333333331,WM8,WM,8,P9
2020,NA,NA,135,NA,NA,NA,NA,282,293,44.112337,-71.230138,BETALL_WM9_P9,BETALL,147,158,NA,2665.0277777777765,340.72222222222206,2752.5833333333317,NA,1764.6388888888885,133.75,1810.2499999999995,2324.3055555555543,2411.8611111111095,1630.8888888888885,1676.4999999999995,BETALL2020,264,2457.972222222221,3024.833333333331,WM9,WM,9,P9
2018,103,NA,184,NA,NA,NA,NA,274,260,44.794942,-71.146683,BETPAP_GR5_P1,BETPAP,90,76,161.7027777777778,2649.3861111111105,1103.797222222222,2490.516666666666,57.66944444444444,1749.4333333333338,650.5666666666666,1657.2861111111113,1545.5888888888885,1386.719444444444,1098.8666666666672,1006.7194444444447,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR5,GR,5,P1
2019,107,NA,127,NA,NA,NA,NA,274,232,44.794942,-71.146683,BETPAP_GR5_P1,BETPAP,147,105,182.93888888888887,2503.252777777778,309.5583333333334,1932.7444444444443,73.8111111111111,1623.361111111111,133.49444444444444,1253.7944444444447,2193.694444444445,1623.186111111111,1489.8666666666666,1120.3000000000002,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR5,GR,5,P1
2020,119,NA,148,NA,NA,NA,NA,255,241,44.794942,-71.146683,BETPAP_GR5_P1,BETPAP,107,93,238.38888888888886,2368.6944444444434,469.55555555555543,2151.1388888888882,79.69444444444444,1582.7222222222222,209.97222222222223,1435.1666666666667,1899.138888888888,1681.5833333333328,1372.75,1225.1944444444446,BETPAP2020,277,2621.638888888888,3024.833333333331,GR5,GR,5,P1
2018,110,NA,124,NA,NA,NA,NA,263,NA,44.794942,-71.146683,BETPAP_GR8_P12,BETPAP,139,NA,177.94722222222225,2530.8499999999995,310.475,NA,61.074999999999996,1682.6194444444445,143.61666666666667,NA,2220.3749999999995,NA,1539.0027777777777,NA,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR8,GR,8,P12
2019,107,NA,115,NA,NA,NA,NA,260,240,44.794942,-71.146683,BETPAP_GR8_P12,BETPAP,145,125,182.93888888888887,2321.8250000000007,253.60277777777776,2053.336111111111,73.8111111111111,1506.088888888889,112.26944444444445,1334.5583333333336,2068.222222222223,1799.7333333333336,1393.8194444444446,1222.2888888888892,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR8,GR,8,P12
2020,NA,NA,143,NA,NA,NA,NA,255,268,44.794942,-71.146683,BETPAP_GR8_P12,BETPAP,112,125,NA,2368.6944444444434,415.6666666666665,2498.5277777777765,NA,1582.7222222222222,177.88888888888891,1658.6944444444437,1953.027777777777,2082.86111111111,1404.8333333333333,1480.8055555555547,BETPAP2020,277,2621.638888888888,3024.833333333331,GR8,GR,8,P12
2018,100,NA,124,NA,NA,NA,NA,263,NA,44.794942,-71.146683,BETPAP_GR5A_P2,BETPAP,139,NA,145.08611111111114,2530.8499999999995,310.475,NA,50.03055555555555,1682.6194444444445,143.61666666666667,NA,2220.3749999999995,NA,1539.0027777777777,NA,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR5A,GR,5A,P2
2018,103,NA,138,NA,NA,NA,NA,NA,268,44.794942,-71.146683,BETPAP_GR5B_P2,BETPAP,NA,130,161.7027777777778,NA,447.8916666666666,2579.969444444444,57.66944444444444,NA,220.0055555555556,1708.5444444444447,NA,2132.0777777777776,NA,1488.5388888888892,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR5B,GR,5B,P2
2019,112,NA,127,NA,NA,NA,NA,263,245,44.794942,-71.146683,BETPAP_GR5A_P2,BETPAP,136,118,235.5222222222222,2347.4972222222227,309.5583333333334,2130.6666666666665,104.4361111111111,1522.4333333333334,133.49444444444444,1386.8888888888891,2037.9388888888893,1821.1083333333331,1388.9388888888889,1253.3944444444446,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR5A,GR,5A,P2
2019,100,NA,155,NA,NA,NA,NA,NA,240,44.794942,-71.146683,BETPAP_GR5B_P2,BETPAP,NA,85,132.5222222222222,NA,575.2833333333335,2053.336111111111,46.71111111111111,NA,281.3333333333334,1334.5583333333336,NA,1478.0527777777777,NA,1053.2250000000001,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR5B,GR,5B,P2
2020,111,NA,135,NA,NA,NA,NA,263,293,44.794942,-71.146683,BETPAP_GR5A_P2,BETPAP,128,158,219.63888888888889,2452.9999999999986,340.72222222222206,2752.5833333333317,75,1630.8888888888885,133.75,1810.2499999999995,2112.2777777777765,2411.8611111111095,1497.1388888888885,1676.4999999999995,BETPAP2020,277,2621.638888888888,3024.833333333331,GR5A,GR,5A,P2
2018,103,NA,124,NA,NA,NA,NA,268,274,44.794942,-71.146683,BETPAP_GR8_P3,BETPAP,144,150,161.7027777777778,2579.969444444444,310.475,2649.3861111111105,57.66944444444444,1708.5444444444447,143.61666666666667,1749.4333333333338,2269.494444444444,2338.9111111111106,1564.927777777778,1605.816666666667,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR8,GR,8,P3
2019,112,NA,123,NA,NA,NA,NA,274,232,44.794942,-71.146683,BETPAP_GR8_P3,BETPAP,151,109,235.5222222222222,2503.252777777778,284.33333333333337,1932.7444444444443,104.4361111111111,1623.361111111111,122.04444444444445,1253.7944444444447,2218.9194444444447,1648.411111111111,1501.3166666666666,1131.7500000000002,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR8,GR,8,P3
2020,111,NA,157,NA,NA,NA,NA,NA,282,44.794942,-71.146683,BETPAP_GR8_P3,BETPAP,NA,125,219.63888888888889,NA,594.9999999999999,2665.0277777777765,75,NA,297.16666666666663,1764.6388888888885,NA,2070.0277777777765,NA,1467.4722222222217,BETPAP2020,277,2621.638888888888,3024.833333333331,GR8,GR,8,P3
2018,96,NA,135,NA,NA,NA,NA,253,274,44.794942,-71.146683,BETPAP_GR8_P5,BETPAP,118,139,141.66111111111113,2380.266666666666,421.00833333333327,2649.3861111111105,50.03055555555555,1582.0361111111113,205.67222222222227,1749.4333333333338,1959.2583333333328,2228.3777777777773,1376.363888888889,1543.7611111111116,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR8,GR,8,P5
2019,NA,NA,119,NA,NA,NA,NA,274,232,44.794942,-71.146683,BETPAP_GR8_P5,BETPAP,155,113,NA,2503.252777777778,269.6416666666667,1932.7444444444443,NA,1623.361111111111,117.71111111111111,1253.7944444444447,2233.6111111111113,1663.1027777777776,1505.65,1136.0833333333335,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR8,GR,8,P5
2020,108,NA,148,NA,NA,NA,NA,282,293,44.794942,-71.146683,BETPAP_GR8_P5,BETPAP,134,145,211.25,2665.0277777777765,469.55555555555543,2752.5833333333317,71.5,1764.6388888888885,209.97222222222223,1810.2499999999995,2195.472222222221,2283.0277777777765,1554.6666666666663,1600.2777777777774,BETPAP2020,277,2621.638888888888,3024.833333333331,GR8,GR,8,P5
2018,110,NA,131,NA,NA,NA,NA,246,268,44.794942,-71.146683,BETPAP_GR8_P6,BETPAP,115,137,177.94722222222225,2267.5999999999995,383.17777777777775,2579.969444444444,61.074999999999996,1504.3694444444445,184.53611111111115,1708.5444444444447,1884.4222222222218,2196.791666666666,1319.8333333333335,1524.0083333333337,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR8,GR,8,P6
2019,NA,NA,135,NA,NA,NA,NA,263,232,44.794942,-71.146683,BETPAP_GR8_P6,BETPAP,128,97,NA,2347.4972222222227,356.2944444444446,1932.7444444444443,NA,1522.4333333333334,154.68611111111116,1253.7944444444447,1991.202777777778,1576.4499999999998,1367.7472222222223,1099.1083333333336,BETPAP2019,270,2455.1250000000005,2826.3750000000005,GR8,GR,8,P6
2020,108,NA,130,NA,NA,NA,NA,268,275,44.794942,-71.146683,BETPAP_GR8_P6,BETPAP,138,145,211.25,2498.5277777777765,310.30555555555543,2606.083333333332,71.5,1658.6944444444437,116.47222222222223,1731.2499999999993,2188.222222222221,2295.7777777777765,1542.2222222222215,1614.7777777777771,BETPAP2020,277,2621.638888888888,3024.833333333331,GR8,GR,8,P6
2018,NA,NA,135,NA,NA,NA,NA,NA,NA,44.794942,-71.146683,BETPAP_GR9_P9,BETPAP,NA,NA,NA,NA,421.00833333333327,NA,NA,NA,205.67222222222227,NA,NA,NA,NA,NA,BETPAP2018,265,2555.094444444444,2950.9972222222204,GR9,GR,9,P9
2018,110,NA,124,NA,NA,NA,NA,274,274,42.531705,-72.18992,BETPAP_HF16_P12,BETPAP,150,150,177.94722222222225,2649.3861111111105,310.475,2649.3861111111105,61.074999999999996,1749.4333333333338,143.61666666666667,1749.4333333333338,2338.9111111111106,2338.9111111111106,1605.816666666667,1605.816666666667,BETPAP2018,265,2555.094444444444,2950.9972222222204,HF16,HF,16,P12
2019,103,NA,119,NA,NA,NA,NA,NA,232,42.531705,-72.18992,BETPAP_HF16_P12,BETPAP,NA,113,152.6111111111111,NA,269.6416666666667,1932.7444444444443,56.8,NA,117.71111111111111,1253.7944444444447,NA,1663.1027777777776,NA,1136.0833333333335,BETPAP2019,270,2455.1250000000005,2826.3750000000005,HF16,HF,16,P12
2020,NA,NA,148,NA,NA,NA,NA,293,301,42.531705,-72.18992,BETPAP_HF16_P12,BETPAP,145,153,NA,2752.5833333333317,469.55555555555543,2817.638888888887,NA,1810.2499999999995,209.97222222222223,1842.444444444444,2283.0277777777765,2348.083333333331,1600.2777777777774,1632.4722222222217,BETPAP2020,277,2621.638888888888,3024.833333333331,HF16,HF,16,P12
2018,103,NA,124,NA,NA,NA,NA,263,NA,42.531705,-72.18992,BETPAP_HF16_P2,BETPAP,139,NA,161.7027777777778,2530.8499999999995,310.475,NA,57.66944444444444,1682.6194444444445,143.61666666666667,NA,2220.3749999999995,NA,1539.0027777777777,NA,BETPAP2018,265,2555.094444444444,2950.9972222222204,HF16,HF,16,P2
2019,107,NA,115,NA,NA,NA,NA,NA,240,42.531705,-72.18992,BETPAP_HF16_P2,BETPAP,NA,125,182.93888888888887,NA,253.60277777777776,2053.336111111111,73.8111111111111,NA,112.26944444444445,1334.5583333333336,NA,1799.7333333333336,NA,1222.2888888888892,BETPAP2019,270,2455.1250000000005,2826.3750000000005,HF16,HF,16,P2
2020,100,NA,130,NA,NA,NA,NA,282,293,42.531705,-72.18992,BETPAP_HF16_P2,BETPAP,152,163,179.0555555555556,2665.0277777777765,310.30555555555543,2752.5833333333317,61.249999999999986,1764.6388888888885,116.47222222222223,1810.2499999999995,2354.722222222221,2442.2777777777765,1648.1666666666663,1693.7777777777774,BETPAP2020,277,2621.638888888888,3024.833333333331,HF16,HF,16,P2
